,id,text,created_at
147,1620467070902091777,"China's manufacturing and services activities rebounded in January, expanding for the first time since September 2022, official data showed https://t.co/84rNJ8QV8p https://t.co/OBP8uOzoda",2023-01-31 17:00:31+00:00
148,1620465769615073284,Pfizer forecasts steep fall in 2023 sales of COVID products https://t.co/pVgAJWUrCA https://t.co/IphgSzdWyY,2023-01-31 16:55:20+00:00
149,1620464520358498304,Morning Bid: 'Soft landing' or 'no landing'? https://t.co/WTVwEDaVbI https://t.co/3ErOr6TZoR,2023-01-31 16:50:23+00:00
150,1620464424568889356,"According to a new government pledge to improve the UK’s environment, everyone will have access to green space or a water body within a 15-minute walk https://t.co/dx34oTGuXc",2023-01-31 16:50:00+00:00
151,1620463803782795266,"The individuals behind thousands of UK-property owning foreign companies remains veiled in secrecy, despite new property ownership register https://t.co/w1NyOtaW7K",2023-01-31 16:47:32+00:00
152,1620463275438653440,Biden continues infrastructure tour with stop in New York City on Tuesday https://t.co/N4Nb8F6xvg https://t.co/zs3cBKHR9j,2023-01-31 16:45:26+00:00
153,1620462033790451712,"Jaafar Jackson, the son of Michael Jackson’s older brother, Jermaine Jackson, will play the role of his uncle in the biopic ‘Michael’ https://t.co/nA4IWVexvw https://t.co/0WLyW3VpK3",2023-01-31 16:40:30+00:00
154,1620461997375496195,From Breakingviews - Big oil can be lean and not mean https://t.co/zi3Uff1P1u,2023-01-31 16:40:21+00:00
155,1620460735829516298,From Breakingviews - New Spotify release gives bull-market vibes https://t.co/xU2PiZLBQ3,2023-01-31 16:35:20+00:00
156,1620459517220642818,"5⃣ stories you need to know: Three members of the Memphis Fire Department fired in Tyre Nichols case, U.S. lawmakers debate raising the federal government’s $31.4 trillion debt ceiling, Alec Baldwin and armorer to be charged with involuntary manslaughter over 'Rust' shooting https://t.co/0LjoY2eH6k",2023-01-31 16:30:30+00:00
157,1620459516432195588,Adani Group's local bonds resist panic sales on Hindenburg's report https://t.co/zU47wPkBXn https://t.co/j8ojeblLfY,2023-01-31 16:30:30+00:00
158,1620458218680946694,Fed officials see lots of room to shed bonds from balance sheet https://t.co/n8rj3Q9TIG https://t.co/OLdRaivae7,2023-01-31 16:25:20+00:00
159,1620458133268168705,This London school teacher and single mother is among thousands of workers who plan to go on strike in Britain this week to demand higher wages amid soaring inflation https://t.co/vaVGpZCR5z https://t.co/Q4ijEasPwM,2023-01-31 16:25:00+00:00
160,1620456974436409345,Police chiefs apologise for Hillsborough failures after 34 years https://t.co/UhTorZKz2I https://t.co/oO3iWZB1us,2023-01-31 16:20:23+00:00
161,1620456875266347008,"As OpenAI's ChatGPT garners international attention, funds that invest in AI-related firms have staged a rebound this year. O'Neil Global Advisors' Randy Watts discusses how investors should  play this space https://t.co/9NgdfVhtvM",2023-01-31 16:20:00+00:00
162,1620456078847938560,LIVE: SpaceX launches next batch of Starlink satellites https://t.co/AUJRHmQnA3,2023-01-31 16:16:50+00:00
163,1620455712076726272,Analysis: Airbus and Boeing try to fill giant factories with small jets https://t.co/YzzLIPzrTn https://t.co/t04r2Z76BE,2023-01-31 16:15:23+00:00
164,1620455616417259524,"The euro zone eked out growth in the final three months of 2022, avoiding a recession even as sky-high energy costs, waning confidence, and rising interest rates took a toll on the bloc's economy https://t.co/qBTUDvLK8U https://t.co/1dqh6BZqX0",2023-01-31 16:15:00+00:00
165,1620454474035732480,"Exclusive: Warner Bros Discovery licenses movies and TV shows to Roku, Tubi https://t.co/P0A9fadetQ https://t.co/c8mpMlyVCP",2023-01-31 16:10:27+00:00
166,1620454358281322500,"Samsung posted a 69% plunge, its lowest quarterly profit since 2014, even as a weak global economy condemns the chip industry to its worst downturn in over a decade https://t.co/sqcJOK6be6 https://t.co/N4Wdstzaw3",2023-01-31 16:10:00+00:00
167,1620453199860604931,China raps Czech president-elect over Taiwan call https://t.co/5x1wSvawRj https://t.co/vg8SwmrNfd,2023-01-31 16:05:24+00:00
168,1620453100258557954,"Striking workers disrupted French refinery deliveries, public transport and schools in a second day of nationwide protests over President Emmanuel Macron's plan to make people work longer before retirement https://t.co/ZYEMQucR1j https://t.co/J2yk4o4bW8",2023-01-31 16:05:00+00:00
169,1620451981142724610,U.S. seeks Tesla driver-assist documents; company hikes capex forecast https://t.co/W99hNGrIlr https://t.co/ekwPm2PYYQ,2023-01-31 16:00:33+00:00
170,1620451970380173312,"Former New Zealand prop Campbell Johnstone has become the first All Black to come out as gay, saying on a television program he had been leading ‘a double life’ before acknowledging his sexuality https://t.co/RgFdutun5S https://t.co/wwNmaQ8SdL",2023-01-31 16:00:30+00:00
171,1620451444850663424,LIVE: Britain's health minister Steve Barclay speaks amid nurse strike  https://t.co/8qVAubFIhc,2023-01-31 15:58:25+00:00
172,1620450709152960513,"Distraught relatives thronged hospitals in Pakistan's Peshawar to look for their kin a day after a suicide bombing ripped through a crowded mosque in a heavily fortified area of the city, killing 100 people https://t.co/FYPuucRg7F https://t.co/dIjOR53PaM",2023-01-31 15:55:30+00:00
173,1620450683299270657,From Breakingviews - Global supply chain scars will spark sea change: podcast https://t.co/G8Msv2kWCM,2023-01-31 15:55:24+00:00
174,1620449416443305985,Spotify shares jump on bullish outlook as more users tune in https://t.co/8BpL2o1rzz https://t.co/XxhCKBjUe1,2023-01-31 15:50:22+00:00
175,1620449325154242561,"Timeless cars from Mercedes, MG Motors, Rolls-Royce and Wolseley rolled out on the streets of India's Kolkata city https://t.co/SFqiEZfJf1",2023-01-31 15:50:00+00:00
176,1620448159754240000,Veterans of 2011 U.S. debt-ceiling fight see tougher battle ahead https://t.co/b0Paxx4RAp https://t.co/7TaZq8AfCJ,2023-01-31 15:45:22+00:00
177,1620448110114742272,"On @Breakingviews: The euro zone can afford to keep the fiscal taps running, writes @guerreraf72 https://t.co/UvzEI2fTNw",2023-01-31 15:45:10+00:00
178,1620446913852997636,Exxon smashes Western oil majors' earnings record with $56 billion profit for 2022 https://t.co/TTgdHO9B9k https://t.co/bFET9mH5bN,2023-01-31 15:40:25+00:00
179,1620446808517316608,"A block on Hollywood Boulevard was shut down to accommodate hundreds of fans who showed up to celebrate the Jonas Brothers receiving the 2,745th star on the Hollywood Walk of Fame in Los Angeles https://t.co/38l0NAbLcR",2023-01-31 15:40:00+00:00
180,1620445639871008769,"Alec Baldwin, armorer to be charged over 'Rust' shooting https://t.co/G4mPAjGCrb https://t.co/uxIf3SFR0J",2023-01-31 15:35:21+00:00
181,1620444962339913734,"Distraught relatives thronged hospitals in Pakistan's Peshawar to look for their kin a day after a suicide bombing ripped through a crowded mosque in a heavily fortified area of the city, killing more than 90 people, mostly policemen https://t.co/c9bCygEQ9b",2023-01-31 15:32:40+00:00
182,1620444414177935366,Explainer: What is a virtual power plant? https://t.co/NylXVJXTJ9 https://t.co/gwEsoOoAvh,2023-01-31 15:30:29+00:00
183,1620444373963124737,LIVE: U.S. Secretary of State Antony Blinken holds a briefing to conclude a two-day visit to Jerusalem and the West Bank https://t.co/gD9sSVrbX1,2023-01-31 15:30:19+00:00
184,1620444292148772865,"This Dubai-based art studio offers artists with special needs a space to create and sell their work. Mawaheb, which means talent in Arabic, first opened in 2010 and showcases the work of more than 18 artists https://t.co/pCEX1njiIH",2023-01-31 15:30:00+00:00
185,1620443137234575361,"Crypto lender Celsius propped up its token, benefiting insiders - U.S. bankruptcy examiner https://t.co/mOdrjCJY0x https://t.co/mVVE46RCkp",2023-01-31 15:25:24+00:00
186,1620441876271620103,South Africa's ANC wants to use disaster rules to ease power crisis https://t.co/CrS8r79ue6 https://t.co/CHfffgGn1q,2023-01-31 15:20:24+00:00
187,1620440693326942210,Investor group bans carbon removal from CO2 reduction plans https://t.co/Qpo5QY7J1g https://t.co/30leompGS4,2023-01-31 15:15:42+00:00
188,1620440014567120898,LIVE: Alex Murdaugh trial on murder charges continues https://t.co/plGX9HnbXW,2023-01-31 15:13:00+00:00
189,1620439408917848068,GM shoves aside recession fears with robust 2023 forecast https://t.co/OH9Z0cCuYO https://t.co/SuEtsk0PjV,2023-01-31 15:10:36+00:00
190,1620439400537640968,Investors cheer after UniCredit lifts payout goal by 40% https://t.co/SPLMCXfBhG https://t.co/G0hruicC22,2023-01-31 15:10:34+00:00
191,1620439384511086594,"Bolivia’s spirit of carnival ‘Pepino the Cucumber,’ comes back to life marking the beginning of this festivity season in the Andean nation https://t.co/EGjpWn16Y7",2023-01-31 15:10:30+00:00
192,1620438096637562883,Cash is king in Lebanon as banks atrophy https://t.co/45EaKkZvqL https://t.co/ZBkcNMTi5V,2023-01-31 15:05:23+00:00
193,1620436909305565189,U.S. Justice Department asks Tesla for documents on driver assist systems https://t.co/xN4KyO9ry1 https://t.co/amQGMsf1pu,2023-01-31 15:00:40+00:00
194,1620435570190082050,Euro zone economy unexpectedly grows in Q4 but weak 2023 looms https://t.co/3nSeYEAYFI https://t.co/a7saZAZFIU,2023-01-31 14:55:20+00:00
195,1620434351409201152,"🏒 Kenya may only have one skating rink and next to no coaches, but that has not stopped the country’s only ice hockey team from following the dream of skating glory https://t.co/UemTj8kk9d https://t.co/1H7teySouO",2023-01-31 14:50:30+00:00
196,1620434322904825861,Britain's Tesco buys Paperchase stationery brand https://t.co/OhniKO7HWB https://t.co/cP07XnzBp1,2023-01-31 14:50:23+00:00
197,1620433055335813133,SNAPSHOT Wall St opens higher as data eases inflation concerns https://t.co/ZjEH6SkwoL https://t.co/iNOBHcJnfO,2023-01-31 14:45:21+00:00
198,1620431794095931392,Johnson Matthey partners with Plug Power to boost hydrogen tech https://t.co/nX7iPXeiqs https://t.co/fCDzMnQgfq,2023-01-31 14:40:20+00:00
199,1620431708993511435,"Britain's Kate, the Princess of Wales, launched a new awareness-raising campaign called Shaping Us, focused on the developmental needs of children aged under five and those caring for them https://t.co/eBlx5fPLwf",2023-01-31 14:40:00+00:00
200,1620430526040473601,"Pakistan, IMF start talks to unlock crucial $7 billion bailout https://t.co/7olK6IsYAv https://t.co/P7h5fvToXo",2023-01-31 14:35:18+00:00
201,1620429322027765761,A flying spiral was captured by the Subaru-Asahi Star Camera located in Hawaii's Mauna Kea Observatory https://t.co/O0n20pfZ9O,2023-01-31 14:30:31+00:00
202,1620429301651836930,"Factbox: Peshawar, Pakistan's 'city of flowers', long marred by militant violence https://t.co/3GNnNxbaVy https://t.co/M7nah8c4rQ",2023-01-31 14:30:26+00:00
203,1620428620572270592,Three members of the Memphis Fire Department who responded to the fatal police beating of Tyre Nichols were dismissed after investigators found he was beaten and left handcuffed on the ground without medical attention for nearly 15 minutes https://t.co/VqlYLXCqx1,2023-01-31 14:27:43+00:00
204,1620428025920909314,Cryptoverse: Big investors edge back to bitcoin https://t.co/lY7ue2U5c2 https://t.co/KXUg2VGD1z,2023-01-31 14:25:22+00:00
205,1620426760738283521,"AbbVie's Humira gets a U.S. rival, but costs could stay high https://t.co/KPCRV4PUU6 https://t.co/xUthJCQbHV",2023-01-31 14:20:20+00:00
206,1620425501444808706,Pakistan braces for fuel shortages amid liquidity crisis https://t.co/FOQl8JTXGt https://t.co/ISsOhRRuBM,2023-01-31 14:15:20+00:00
207,1620424261193330689,"GM, Lithium Americas to develop Thacker Pass mine in Nevada https://t.co/dvtjvCeARo https://t.co/1hihUvCu8f",2023-01-31 14:10:24+00:00
208,1620424159485460480,"Memphis Fire Department fired three personnel in Tyre Nichols case, Alec Baldwin and armorer to be charged over 'Rust' shooting, Boris Johnson to meet U.S. Republicans as he presses the U.S. to sustain Ukraine aid, and more. 5⃣ stories you need to know https://t.co/sN4K1GPaVm",2023-01-31 14:10:00+00:00
209,1620422996178649092,"Mobile phone, PC shipments to fall again in 2023, Gartner says https://t.co/RBC6MwhIPs https://t.co/IpkztNye6h",2023-01-31 14:05:22+00:00
210,1620421873917108227,"McDonald's beats profit estimates, warns short-term inflation to persist https://t.co/zrc0n24kHt https://t.co/JGgOKRhP2h",2023-01-31 14:00:55+00:00
211,1620420457756237824,UK grocery price inflation surges to record 16.7% - Kantar https://t.co/kj1i7UePck https://t.co/bYSUNTyNTT,2023-01-31 13:55:17+00:00
212,1620420150901227526,"On @Breakingviews: Euro zone governments pumped up spending by 3.75% of GDP over the past two years to cushion the blow of COVID-19 and higher energy prices. Now they are closing the spigots. That’s a mistake, writes @guerreraf72 https://t.co/lp28LuoahL",2023-01-31 13:54:04+00:00
213,1620419952711995394,LIVE: Pope Francis makes first papal visit to Democratic Republic of Congo in 37 years https://t.co/o217762PYD,2023-01-31 13:53:17+00:00
214,1620419196139061248,From Breakingviews - Global supply chain scars will spark sea change: podcast https://t.co/9UXBN6DTDL,2023-01-31 13:50:16+00:00
215,1620419126140305408,"Tens of thousands of homes have been destroyed, and at least 30 people killed, since Cyclone Cheneso hit Madagascar last week, authorities said https://t.co/e2Q8yQG9S8 https://t.co/mRYBB784po",2023-01-31 13:50:00+00:00
216,1620417940976766976,German retail sales post surprise plunge in December amid rising prices https://t.co/OJd2nGRFDE https://t.co/S81R8vWHNq,2023-01-31 13:45:17+00:00
217,1620416680152420352,Pfizer forecasts steep fall in 2023 sales of COVID products https://t.co/lIpYjbnV0z https://t.co/FY3HxE3HSi,2023-01-31 13:40:17+00:00
218,1620416634308681731,"Turkey's advances across the increasingly depopulated border of Iraqi Kurdistan attract little global attention, but the escalation risks further destabilizing a region where foreign powers have intervened with impunity, analysts say https://t.co/X661CudKUl",2023-01-31 13:40:06+00:00
219,1620416609280983042,"Dubai state-owned airline Emirates operated its Boeing 777-300ER aircraft for a demonstration flight, in a step toward the UAE’s goal of reaching net zero carbon emissions by 2050 https://t.co/aTw3tOtvUl",2023-01-31 13:40:00+00:00
220,1620415437342408704,"Two years on, Myanmar coup takes a 'catastrophic toll' https://t.co/UeftrIx9A6 https://t.co/yaLgUK2wT1",2023-01-31 13:35:20+00:00
221,1620415351191228417,Australia's nuclear safety agency has joined the search for a missing radioactive capsule that mining giant Rio Tinto said it had lost during transportation https://t.co/8gjdtAvd95 https://t.co/gFVzsPHGjj,2023-01-31 13:35:00+00:00
222,1620414220528484352,"President Joe Biden said that the U.S. will not provide the F-16 fighter jets that Ukraine has sought in its battle against Russia, as Kyiv planned to push for Western fourth-generation fighter jets after securing supplies of main battle tanks last week https://t.co/sQv8LvF7ho https://t.co/WsReL5XP1O",2023-01-31 13:30:30+00:00
223,1620414197954650112,Biden continues infrastructure tour with stop in New York City on Tuesday https://t.co/rTkTBZPBDV https://t.co/kRTAlXmu35,2023-01-31 13:30:25+00:00
224,1620413516015632384,"A grand jury is hearing evidence in New York over former President Donald Trump's role in hush money payments to porn star Stormy Daniels during his 2016 presidential campaign, two sources told Reuters https://t.co/K8lX1T2MeJ",2023-01-31 13:27:42+00:00
225,1620412914980257792,"Major Russian assault in Vuhledar unlikely to yield breakthrough, UK says https://t.co/Ysyp2jgBKI https://t.co/viFY1Du8lq",2023-01-31 13:25:19+00:00
226,1620411659968827392,Fed officials see lots of room to shed bonds from balance sheet https://t.co/VjLpQKZviV https://t.co/eONzBwx3zm,2023-01-31 13:20:20+00:00
227,1620410402394734592,"Tesco's UK store management changes to impact 1,750 jobs https://t.co/SNiHzqvkTU https://t.co/501GMHLUMl",2023-01-31 13:15:20+00:00
228,1620409137174646787,Analysis: Airbus and Boeing try to fill giant factories with small jets https://t.co/cOrxEFyDqx https://t.co/zfvaIBLgbU,2023-01-31 13:10:18+00:00
229,1620409059701624836,A green-hued comet that can provide clues about the primordial solar system because it formed during the solar system's early stages will streak past the Earth this week https://t.co/hcmW9rB11x https://t.co/uF3I98jLLG,2023-01-31 13:10:00+00:00
230,1620407894154911748,India sees GDP growth slowing on global weakness https://t.co/MxQoCvhOzN https://t.co/Rc6Roed4BG,2023-01-31 13:05:22+00:00
231,1620406731661516800,Explainer: Adani vs Hindenburg: What you need to know https://t.co/h4EFV6dB1c https://t.co/yanaoBGimk,2023-01-31 13:00:45+00:00
232,1620406543823904771,"China's economic activity swung back to growth in January, boosted by Lunar New Year holidays and lifting of lockdown restrictions https://t.co/84rNJ8QV8p https://t.co/FXs0h5p2Bn",2023-01-31 13:00:00+00:00
233,1620405362850504709,China raps Czech president-elect over Taiwan call https://t.co/BH13jcMU6a https://t.co/1xIGDFfOtd,2023-01-31 12:55:18+00:00
234,1620404587558588417,"A large Russian force has advanced hundreds of meters in a major new assault on a Ukrainian-held bastion in southeastern Ukraine this week, though it is unlikely to force a significant breakthrough there, Britain said https://t.co/dEeD2X0Cuw",2023-01-31 12:52:13+00:00
235,1620404152470802434,"Britain's government is pledging to improve the environment. From protecting the country's rarest species like hedgehogs and red squirrels, to ensuring everyone lives within a 15-minute walk from a green space or water https://t.co/Htg9VhZDvq",2023-01-31 12:50:30+00:00
236,1620404101140856858,Tesla to boost spending as plant expansions gather pace https://t.co/PYLUqGROum https://t.co/7X4xRHyVlD,2023-01-31 12:50:18+00:00
237,1620402854467960835,Morning Bid: 'Soft landing' or 'no landing'? https://t.co/gZSk5siYx0 https://t.co/78qega63vT,2023-01-31 12:45:20+00:00
238,1620401635812859906,"Jaafar Jackson, the 26-year-old nephew of Michael Jackson, will portray the ‘King of Pop’ in the biopic ‘Michael,’ which will include ‘all aspects’ of his life, according to Lionsgate studio https://t.co/nA4IWVexvw https://t.co/Q274baVzJO",2023-01-31 12:40:30+00:00
239,1620401578317430786,China 'seriously concerned' about report U.S. has halted approvals of exports to Huawei https://t.co/VRmFPxmW8h https://t.co/1bIFPZ9UHg,2023-01-31 12:40:16+00:00
240,1620400315731247109,Veterans of 2011 U.S. debt-ceiling fight see tougher battle ahead https://t.co/7kh9R4WrxC https://t.co/NP2G8zzWMQ,2023-01-31 12:35:15+00:00
241,1620399087269855233,Exxon smashes Western oil majors' earnings record with $59 billion profit https://t.co/tqAAqJUPjV https://t.co/NRtpfNGZXN,2023-01-31 12:30:22+00:00
242,1620398680233615362,"Actor Alec Baldwin and armorer Hannah Gutierrez-Reed will be charged with involuntary manslaughter for the fatal shooting of cinematographer Halyna Hutchins on the set of Western 'Rust' in 2021, a New Mexico prosecutor said https://t.co/e3hHhII5H4",2023-01-31 12:28:45+00:00
243,1620397805645725697,Adani Group's local bonds resist panic sales on Hindenburg's report https://t.co/n0JHdgtmaJ https://t.co/tybFwEYXcr,2023-01-31 12:25:17+00:00
244,1620396602648035329,Funds that invest in AI-related companies have rebounded this year as OpenAI's ChatGPT makes headlines worldwide. Randy Watts of O'Neil Global Advisors explains why investors don't need to look to specialist funds to profit from the technology https://t.co/h2CMlQLc1l,2023-01-31 12:20:30+00:00
245,1620396547442724867,Celsius' business model different from that advertised -U.S. bankruptcy examiner https://t.co/E2miJTmtg0 https://t.co/jSpNQuYBLe,2023-01-31 12:20:17+00:00
246,1620395328984719360,Squeezed mining companies face growth dilemma https://t.co/aVrFOrWtDX https://t.co/PA2twbfLlv,2023-01-31 12:15:26+00:00
247,1620394086522929154,"Samsung reported its lowest quarterly profit since 2014, with the world's biggest memory chipmaker indicating it has no plans to cut investments in chips https://t.co/sqcJOK6be6 https://t.co/zlDRcedGrF",2023-01-31 12:10:30+00:00
248,1620394035624960005,Investor group bans carbon removal from CO2 reduction plans https://t.co/KxpDONGkTW https://t.co/o62Ne6oJHi,2023-01-31 12:10:18+00:00
249,1620393368433082370,"A second nationwide strike disrupted French electricity production, public transport and schools, as workers protested against the government's plans to make people work longer before retirement https://t.co/IywH6Oq7qV https://t.co/6AMUiBykN1",2023-01-31 12:07:39+00:00
250,1620392759096926209,China's EV giant BYD in talks to acquire insurer Yi'an https://t.co/T0zNXcHKKJ https://t.co/CwceX0qxDG,2023-01-31 12:05:13+00:00
251,1620391614567927811,U.S. solar prices still soaring as projects stalled https://t.co/a3D16CLFWf https://t.co/YEPTT5E5As,2023-01-31 12:00:40+00:00
252,1620390246746554368,Goldilocks is back! Markets start 2023 in red-hot form https://t.co/moVi0Sibjn https://t.co/ehaBYpDIC7,2023-01-31 11:55:14+00:00
253,1620389014954975234,Euro zone economy unexpectedly grows in Q4 but weak 2023 looms https://t.co/tTPgTvdHPt https://t.co/7op2mwy1Uu,2023-01-31 11:50:21+00:00
254,1620388927126339586,Excitement and nostalgia filled the atmosphere as vintage cars rang in old times at a rally in India's Kolkata city https://t.co/T7hfNC894c,2023-01-31 11:50:00+00:00
255,1620387794446127106,"Shou Zi Chew, CEO of TikTok, will appear before the U.S. Energy and Commerce Committee in March as the social media app faces accusations of allowing the Chinese government to access American user data https://t.co/iLPb8tgKSv https://t.co/kCJJjAxCOk",2023-01-31 11:45:30+00:00
256,1620387733033082881,UniCredit hikes payout goal by 40% after record profit https://t.co/Km0OJKBuTB https://t.co/C4Tfjc7mVd,2023-01-31 11:45:15+00:00
257,1620386536255545346,"The Jonas Brothers received the 2,745th star on the Hollywood Walk of Fame surrounded by family, friends and fans https://t.co/eDSBXaYxlR",2023-01-31 11:40:30+00:00
258,1620386470597910534,Bangladesh secures $4.7 bln from IMF as other South Asian countries see delays https://t.co/1nGkZaVhJN https://t.co/WgtozjZIzB,2023-01-31 11:40:14+00:00
259,1620385226894577665,Factbox: Chinese chipmakers caught in U.S.-China tech spat https://t.co/R3NDJ8vadV https://t.co/9m07EbM6MU,2023-01-31 11:35:18+00:00
260,1620384019593547778,"WARNING: GRAPHIC CONTENT: Days after five Memphis police officers were fired and charged with second-degree murder for the fatal beating of Tyre Nichols, police announced a sixth officer had been suspended pending an investigation into his role in the case https://t.co/4FNrzj72OJ https://t.co/uX6hLgnrcp",2023-01-31 11:30:30+00:00
261,1620383980481560577,"Pakistan, IMF start talks to unlock crucial $7 billion bailout https://t.co/NCaKi8Vakp https://t.co/mj6ySJGPGD",2023-01-31 11:30:20+00:00
262,1620382710802923521,India plans measures to curb Chinese imports as trade gap concerns mount -sources https://t.co/auiHYsXDwS https://t.co/J5blkeArfh,2023-01-31 11:25:18+00:00
263,1620381444831936524,"Alec Baldwin, armorer to be charged over 'Rust' shooting https://t.co/SDHGVFpaYq https://t.co/yjU0wOW32H",2023-01-31 11:20:16+00:00
264,1620380179657904132,"Central banks bought the most gold since 1967 last year, WGC says https://t.co/Ka9Db56j3B https://t.co/rC1Mlt2ocn",2023-01-31 11:15:14+00:00
265,1620378986982285317,"Carnival festivities kicked off in La Paz, Bolivia, with the resurrection of ‘Pepino the Cucumber’ from the dead, who represents the spirit of the carnival https://t.co/gCC13RuNPr",2023-01-31 11:10:30+00:00
266,1620378924499832832,Pakistan braces for fuel shortages amid liquidity crisis https://t.co/gj8e2aBsvo https://t.co/BTyhr5LdwP,2023-01-31 11:10:15+00:00
267,1620377672860815361,Teachers join mass walkout in Britain after decade-long pay squeeze https://t.co/jy9Ql1SljF https://t.co/2XJqmYYxjs,2023-01-31 11:05:17+00:00
268,1620376515400572929,FTX sues Voyager Digital to claw back $446 million in 2022 loan payments https://t.co/goByAn50TE https://t.co/25eg2ifHlS,2023-01-31 11:00:41+00:00
269,1620376356692320260,A grand jury will hear evidence on former President Donald Trump’s role in paying hush money to adult film star Stormy Daniels during his 2016 presidential campaign https://t.co/M4dbeNNocU https://t.co/H46V0MZaYV,2023-01-31 11:00:03+00:00
270,1620375211638923265,CORRECTION: Dubai-based art studio Mawaheb offers artists with special needs a space to create and sell their work. We will delete tweets containing an incorrect title https://t.co/GFuZAyVJnf,2023-01-31 10:55:30+00:00
271,1620375149672374273,Bond investors brace for recession as Fed expected to slow pace of tightening https://t.co/gvVOJCHkAA https://t.co/3om3X9Lz6q,2023-01-31 10:55:15+00:00
272,1620373883919417345,UK grocery price inflation surges to record 16.7% - Kantar https://t.co/CBSDWY7HxE https://t.co/1BeInln6xH,2023-01-31 10:50:13+00:00
273,1620373827422228484,"The United States will not provide the F-16 fighter jets that Ukraine has sought in its battle against Russia, President Joe Biden said, as Russian forces claimed a series of incremental gains in the country's east https://t.co/sQv8LvF7ho https://t.co/BA2HcB3q0R",2023-01-31 10:50:00+00:00
274,1620372636546088965,Cryptoverse: Big investors edge back to bitcoin https://t.co/G1JgfTLPpZ https://t.co/o1siarkw9I,2023-01-31 10:45:16+00:00
275,1620371436719276032,"Israel refills the Sea of Galilee, supplying water to Jordan on the way https://t.co/3KkuRYkB8k https://t.co/B2RXXBppI0",2023-01-31 10:40:30+00:00
276,1620371362714894337,"Oil falls on rate hike worries, Russian export flows https://t.co/GQSqMpj2Fj https://t.co/rMLpf9VcXi",2023-01-31 10:40:12+00:00
277,1620370111453356032,Turkey's push into Iraq risks deeper conflict https://t.co/d6LTYcakrn https://t.co/QwmpjwUHdn,2023-01-31 10:35:14+00:00
278,1620368851799101441,German retail sales post surprise plunge in December amid rising prices https://t.co/BYkSZxRT8s https://t.co/0H52G26UBi,2023-01-31 10:30:13+00:00
279,1620367593407217877,Pakistan buries mosque blast victims as death toll passes 90 https://t.co/iRguOvIs4C https://t.co/Q30PLfPYca,2023-01-31 10:25:13+00:00
280,1620366356276289537,"Major Russian assault in Vuhledar unlikely to yield breakthrough, UK says https://t.co/AxShMktIi0 https://t.co/ZImZNQ21zh",2023-01-31 10:20:18+00:00
281,1620365118700675072,Morning Bid: Mind the gap https://t.co/EE2nraBe4c https://t.co/U5ovPAPJ3u,2023-01-31 10:15:23+00:00
282,1620363867279720448,"Tesco's UK store management changes to impact 1,750 jobs https://t.co/aWjUsVvnYW https://t.co/grwEwgNh8j",2023-01-31 10:10:25+00:00
283,1620362716736098304,The Adani group's total debt has risen by around 75% since 2014. Adani's $2.5 billion share sale inched closer to full subscription on Tuesday as investors pumped in funds after group stocks were pummeled by a scathing short-seller report https://t.co/xJurg4uEG6 https://t.co/YOkzjmEbsK,2023-01-31 10:05:51+00:00
284,1620362599895285762,Support for New Zealand's Labour Party jumps after Hipkins replaces Ardern https://t.co/n0MbO4G5U3 https://t.co/tWPQV359uh,2023-01-31 10:05:23+00:00
285,1620361425959981058,Asian stocks edge down as investors eye central bank hikes https://t.co/O0B2JdMgu5 https://t.co/LRr4knfi4E,2023-01-31 10:00:43+00:00
286,1620360084382523395,NEWSMAKER Unilever turns to former Heinz exec to steer new course https://t.co/VS4KW63lLW https://t.co/7NoLl5cQEJ,2023-01-31 09:55:23+00:00
287,1620359586049036288,LIVE: NATO Secretary General Jens Stoltenberg and Japanese Prime Minister Fumio Kishida give joint statement https://t.co/0XyMjNqK5t,2023-01-31 09:53:24+00:00
288,1620358839987064834,China raps Czech president-elect over Taiwan call https://t.co/ORHQFjc4kY https://t.co/uQfhVQqvCS,2023-01-31 09:50:26+00:00
289,1620357570991980547,France hit by second nationwide strike against pension reform https://t.co/Ks3v9z9F6K https://t.co/eXIVLapvWw,2023-01-31 09:45:24+00:00
290,1620356308732940291,"Dollar rises ahead of Fed, but set for fourth monthly drop https://t.co/02ukG17k32 https://t.co/Co5ZpznVml",2023-01-31 09:40:23+00:00
291,1620355045777711104,China economic activity swings back to growth in January - official PMI https://t.co/oykM0mb7oV https://t.co/taMFtvjlNV,2023-01-31 09:35:22+00:00
292,1620353805052149762,Vodafone Egypt deal bumps up https://t.co/1fV5KEGWRK's Vodacom quarterly revenue https://t.co/xlfTNeLBn2 https://t.co/nzypf4kz26,2023-01-31 09:30:26+00:00
293,1620352531225362433,CNOOC's $3 bln UK portfolio sale halted on valuation gap -Bloomberg https://t.co/o2Ex8Eq1M3 https://t.co/oacSu61Cav,2023-01-31 09:25:22+00:00
294,1620351268999897088,China 'seriously concerned' about report U.S. has halted approvals of exports to Huawei https://t.co/PS3zbBpXxv https://t.co/qToVdAWKsY,2023-01-31 09:20:21+00:00
295,1620350009274163200,FTSE Russell says monitoring information on Adani Group over Hindenburg report https://t.co/rf5jqOvLtl https://t.co/7mXKOpW3eb,2023-01-31 09:15:21+00:00
