id,text,sentiment
aa17c6f797,buckley good morning sunny londonsounds like oxymoron happens true today hurrah,positive
136b1926c9,cool thatd fantastic,positive
6f381bb00f,live stickamcomitstyleryo come chat,positive
c0d5be8bd4,right like cape breton coal mine lesson learned,positive
e09b90939a,yes im quite rusty im hoping get back tune skill tim play guitar threaten duet,neutral
ec835dc0b0,hey everybody hah day cool got back walk dog omgosh send link please,positive
eaf90c4253,srry im interesting right stayed til 6am cause tummy hurt im pooped work,positive
41a96b7954,might enough money college,neutral
e5a26fb323,lol woow okay big deal,positive
4e5d66beb2,love leave laptop bed creates nice toasty spot,positive
4c5a7e6ffc,mean someone hit dog car laying,negative
53714350ac,start tomorrow going book sam forgot,neutral
b4401d6b4d,salt vinegar cheese onion make breathe smell lol,positive
05ff657624,youre welcome added already,positive
dd72ee1430,rose mornin missed dance time guess dance extra hard tomorrow,positive
094e0509ad,sorry hear dude probs thats much,negative
0182dd7de1,discovered numpy array hold value type useful manipulating array number uncertainty,positive
5b70f8bc73,maybe take drinking feel massive hangover still yself today,neutral
8c280d0f80,downloaded tweet decklook saviness,neutral
98c02118e6,today friday really hope read message reply soon could reach phone go work,positive
f4f24160c3,whatever know like hahahhah,neutral
80420cfe74,oh fun weekend friend gone mother made family weekend,positive
5f1811bb3d,good morning twitterland happy monday,positive
c7d3ab998a,writing report,neutral
7abd932d50,thanks timmy turn strep high fever,positive
ed298c6e5d,oh nice something nice next week going madrid next weekend day,positive
3257bafde1,keeping chilled,neutral
2c150a0703,beautiful day got first class,positive
2252c58ab0,fabulous didnt get pic gmail acting fool sometimes u dm,positive
7d933d9d21,yeah terrible cockatoo hardest live emotional good thing found though,negative
f6400f56e9,suck,neutral
4477b985e5,yes,neutral
66019ddc8f,datti thanks sankar ur wish,positive
a7cf141043,love waking thinking weekday realizing weekend,positive
4b2b16581a,sorry bout cat,negative
e1a3e4575d,youre person joined,neutral
719934e5e0,washed im clothing type xd woooo,neutral
dcba201932,miss u im still clubu knowwest coast,neutral
a55208f877,love love love pot psycology friday night treat,positive
c13f8a6154,happy star war day may fourth,positive
e0eeef2f3f,playing lighter fire match grass,neutral
003816f151,art would one awesome sauce,positive
69c36e5f81,bucky ferret officially insulinoma daily prednisone interview pdoc today go back monday testing,neutral
898c63c69f,ive never prague money itll 10 first city visit,positive
b01100d6c6,coffee time,neutral
131da67079,creepy first really grow like cried like baby tosh died,negative
2a83e56667,really son screw ill talk msn later k xox,negative
83b44dda65,didntbut wait good twenty minute one good night though,positive
b3fa6e5c24,always hope die see old one make sad,negative
03e41eeb4f,thanks alen seems submit community news error must prove,positive
83fc759a0b,dont follow ruin twitter experience,neutral
ff9722bca7,blah car repair almost 600 dollar shopping around better deal,positive
ebf6233a5b,weetabix choco milk yum,neutral
9e4228219d,,neutral
25ce9a8b1b,im sad lost another person close cancer,negative
ed6a316e8a,thanks kinda bittersweet though,positive
4244aec072,nutbar good morning,positive
90751fc00f,first time twitter,positive
c653189d96,captain jack back,neutral
9b2b40dda6,la ben dream make saddddddd want togetherrr swear get bawlinggg help,neutral
e4838b68a2,internet fast slow fast connection go,positive
0ce20ef06e,6,neutral
fb030409ab,30 year old barbie doll still rock itthat girl hot ken aint bad either memory,negative
ae1b11d7ec,weather make finger numb still waiting,negative
8739e2666f,lol yeah ima mama thanks happy mama day lakers day love,positive
e9a77e014a,doneits summer,neutral
7920a12924,genos 3hrs ago would went pat neon light got lol drink south philly bar,positive
8c091fb754,fry bread good gave little pinch lettuce ha ha,positive
d3e52b51b7,wow effect thanks update,positive
4addb8e422,got 8 today also miss friend,neutral
f18b102ad6,catching reading twitter n bf break,positive
7720aca199,thats right remember fearless tweet seen fearless,positive
6115285ce8,thought dwell certain person,positive
a7af432585,transition time tonight work night shift woke 1330,neutral
28db608c0d,gon na go work honey today exciting,positive
7e45ea194d,aww thats bad lost though,negative
4760319f17,new private acc use close twitter friend,positive
f3de150883,hate going online looking balance bank always lot lower need,negative
7e82aab535,actually web work fine tweetdeck seems culprit sadness done two diff location,positive
bcc50747b1,x geo isu go swear worse day ever,negative
357483f649,could empire dirt im ae dad im freezing fully shivering every1 else warm fones allowed ffs,positive
261a5bbd14,tell think pride prejudice zombie youre hyped sugar,neutral
b03e2a23e5,tdh install ruby gem rail keep please,neutral
ad37dcf4ff,ultimate training looking forward sunset,neutral
5cd1ac2c57,going work great day atleast get 2 commin wahooooooo,positive
7f0a146e26,good see back sorry happened,positive
3626f85ac4,1st mother day tomorrow,neutral
cbd04fb4eb,said darling happened fall asleep carry home cuz know wasnt goodnight twitterererers,neutral
b8f7efe383,clear whole office sign next place truck yet fully clean back seat lol,positive
d2ca4e1d3c,gon na storm said,neutral
8eedc5a2ed,broke ipod,neutral
3b5aecf8d6,bank something must wrong found 17 july harlsil book wanted,negative
a154540c08,haha state pride important,positive
48801ef73a,ugh say friend might swine flu omg,neutral
91412dffcb,haha problem fun,positive
68a9b81741,finally got wash hair feel much better got ta dry effffffort,positive
458f7b2493,finally feel back swing thing work getting married last week sigh relief wedding planning,positive
cf05148ed6,suck booo,neutral
c963a42282,hate untalented mean talented friend,negative
3d17d4b72c,look like rained weekend climbing,neutral
eb79aabf05,google map working anyone else,neutral
21d05898d3,oh,neutral
e76b1c30bb,dont really trust judgement vouches xo jk ill think becoming friend,positive
2c5f261ff3,jesus heals,neutral
d3935b8571,surprising much billy idol turn tweet monitor constantly im obsessed anything,positive
2a35e976ea,werd thats true,positive
3d128b58d0,birthday well happy birthday,positive
67348350a4,without wing,neutral
93b5d1bbea,tweet thought remembered seeing one cant see glad teatree ok,positive
ed6bd3958e,night twitterland x five hour sigh,neutral
45e3f93e9b,happy birthday 2 hour 54 minuet haha,positive
51051cb758,lunch break going back work,neutral
b84ea78203,glad see typical bank holiday weather wise going much today yeah right,positive
441dcaef31,hayley williams pretty much amazzing,positive
b4e721aa1e,app said need 1215 later,neutral
a92e8ab2a1,nothing,neutral
31d77e5ff5,php website upgrade hell bank holiday hows planning,neutral
e887fbdfd5,really good night missing little girl,positive
78094a1191,miss captain,neutral
a447f480ec,im sending mother,neutral
e2fdad0321,oi mocking fact dont cry tv thing feel badxxx,neutral
67cafda653,public cant get anyone follow,neutral
356bdefc64,brings back everyone button access pt link bottom setting,neutral
d6ce1fc670,boring talking lol,negative
d613b00386,know right guess oldest doesnt hold rank field trip anymore,negative
507a584ae5,signed upso hello twitter world,neutral
2418966865,wont getting rotf toy till much later tell anybody isntis worth getting,positive
6247a1db0b,heading xbox go shopping 2morrow,neutral
e48cf1bff4,saw calling answer im second hour phone convo mom wont stop talking,neutral
6e693017f6,excited,positive
2c60e1c7a2,hmmm really thats weird idk one sowwy,negative
b770afa9e6,oh look boring even boring exam saturday,negative
fe7c9215ae,practice beast today going see julian tonight,neutral
472c3e2c41,getting somewhere first real kiokudb catalyst app yay,positive
0d7697aa10,thanks though trying positive wine may helping lol wish could make gig,positive
fe09df7e91,think niece got sickee lame,negative
33eb5a33be,rise shine time get prettifide,neutral
bab53b4152,tried sooooo hard work home today failed fault though,negative
f877442216,gosh ive stinky old headache maybe lunchfast,positive
311740836a,glenna bored glad beautiful day macy went swimming kris played golf sat home waiting,positive
80aff8d880,bout 2 1 drink imma head da house,neutral
fe89e929f4,get sucked true life steveo documentary intense love nice see people get life back,positive
0f4be91a14,love life ni night twitter3,positive
5225c062f9,knew meant,neutral
bd499c0bf7,succesfully following tayla,neutral
483bb46b97,new phrase never doubt mo williams six game win streak,positive
dacb6d78af,fun tomorrow night think fun bar art gallery wish could,positive
98b6544758,4th please maybe shell get 3 attempt win tomorrow,positive
275fa7a3f8,trying learn tweet good hope,positive
346ce6428b,bleargh never clean much house want work matter early wake today sink laundry,positive
086bee572e,great social network site still growing,positive
22df86426d,got paid hour could retire xbox live thinking rock band,positive
63dcc7d29f,learn walk day sprint sprinkler without stretching,neutral
f7ac9e16e5,soi half asleep wrote previous message greatest friend haha,positive
59159f2163,im still trying see star trek ill woman go alone bf pretty much worthless anyway lol,negative
c7fc03de4d,law change 70 80 could really push bcause gran bathgate u citizen b4 dad born,positive
002bb8f1b3,new follower pretty cool tweeps check em,positive
d112d2e5bf,work today went shopping relaxing learning toefl,neutral
c762607c42,watch arsenal v chelsea today,neutral
09b5db7af0,he getting ear tube hour food,neutral
aa51082711,yay asap lol awwh miss friday night happy hour even luna del sea boy hahahaha,positive
d4b544abff,left base loaded,negative
ea1e41d586,cowboy westernshavent seen good luck,positive
ba28fe48b2,already,neutral
39e9f0e449,trying back document wasnt playing along taking forever back,neutral
209de29f24,test shooting later afternoon mention holland indie wine festival week tongue red,neutral
52aad0e22e,dad know got drunk today didnt get trouble,negative
21ab400cb3,ill excuse love cavs west even though dont share,negative
e93220b868,lol could try seriously tho dont suck,positive
57ea442d4d,wan na see rest saw like 30 minute,negative
88a120f336,happy mother day mom love,positive
52fc580b72,burning cd outa blank disc,neutral
3dc1ed5f06,new album truly genius happy,positive
fe2f3f3359,youre alive go w notebookitll make cry stuff,positive
e170fafd8c,okaii cool cant wait series begin guna awesome x,positive
b38df0845d,cry walk remember usual,negative
cf1739382c,hav 8 follower,neutral
63e434fbf0,happy star war day everyone celebrate family ok celebrating going round famos,positive
43d10bd312,also certain cd camp certain somebody gave yeah there guy video thats really frickin hot,positive
6230b5c435,mother day,neutral
c6bc7536ef,yay birthday sadly voice almost gone pretty good night,positive
c8caef9df3,finally hit 1000 friend thanks,positive
213eae85e9,im part religion called peoplewithgoodtasteinmusic dont celebrate jonas brother day,neutral
dce070190c,im workbored mind,neutral
8db4aaef4a,watching notebook,neutral
cf95521362,yes tax disguise booking fee commission online travel portal charge try ixigocom next time,neutral
c1dc0dd0f6,twitter gettin lil bit confusin twitterifictwitdroidtwitterberry understant txt bit tho lol ah well twitter cool anyways,positive
951e093497,finally sleep time,neutral
5a34a7e52c,best kind gum ever bought pack,positive
59f6677324,heater blew,neutral
9b0db4e33e,tried failed,negative
c9e8281f8c,finished mine part remarkably difficult cramming kanji,negative
cac1ba6f5a,everyones tweet britain got talent feel left,neutral
da8a88b872,yay mother day love mi madre,positive
196e5dec12,wouldnt reverse overdraft fee,neutral
811dc7e401,n9ne im good day,positive
a777619b23,miss soulja boy dance,neutral
8cdaa4f6d8,woke came realization put much want need 2 drop friend dammit,positive
6aa5004916,11 day left freedom really want get weekend hate essay,negative
ff7949688c,lol guy awesome,positive
309706ed4f,home good night world,positive
2.91E+08,awww really cute,positive
afa094db6a,got alot runnin around today get job app completed file glad got job,positive
b694518332,lappy charger completely dead conserving whats left battery afford buy new one,negative
2d76387d6e,well must say lucky guess mean chillin concert huh,positive
0b3588bf63,happy mother day mom around world love mine anything world cant wait celebrate woo,positive
0d401237c2,put real pic im going miss avatar,positive
3922543d77,folio work keep getting distracted deb pic,neutral
e3082089c9,sad border guerrilla gardening book otherwise lovely relaxing day,neutral
564c21df63,cant sleep cant find grandmother quilt locket im sick cause may lost somehow stolen,negative
2c8062a094,take bad dog pet hotelso sad,negative
515793e794,hit sheet,neutral
c435fb9416,wish ipod need jonas miss sexy voice jb forever,positive
c5279762d3,watching gilmore girl rerun dont know else day,neutral
97eeb0161d,wow hot miserable people probably killing right,negative
f0f6fda1f6,thanks mama absolutely adore,positive
e8ce4f8bdc,ohh snapp fun,positive
c881dc16e9,sitting waiting exam start,neutral
89d0aed1ff,dont think ive ever tried peanut butter toast,neutral
2ef49da640,would he premiering avatar footage cant also better hang,positive
7db53ed89f,home chelseas jam session 3 chelsea abby luh,neutral
a2819eaa7a,well visiting grandparent later btw heard katy perry hook whew cool love kclarksons version,positive
37b50ef2a5,sweet haha like super proud new mom feel like got perfect daughter great mom,positive
4cc7d9995d,gosh im bored earlyn wan na goto sleeeepp work kay3,negative
c0abd616ab,im sure shell fine theyre daft look sometime,positive
32058d2bb5,ha id give kristen plenty free hug sigh could,positive
144252776,yes 3 mac werent expensive,negative
0c8dd8b628,hate cottage cheese even got fancy stuff last weekend lemon berriesi could eat half,negative
c80d7e9b26,link isnt working,neutral
102384b03c,need go bank,neutral
f97b498af4,come estonia know epic horse hehe good trainer good beach ride,positive
908abc1bd1,jonas101 wow theyre totally amazing theyre awesome,positive
0187f448b1,got laid stupid economy,negative
e833f3a85d,plan ruined,neutral
f980f61df3,nothing better grandaughter smile nothing feel better big hug grandkids hoot,positive
07b57f906c,wake darling,neutral
18ee7c255c,oh know aprreciate back plan,neutral
f7dc083f08,yes would love cowbell,positive
6d43a06459,umm dont ya mean ship,negative
44da06d16c,really wan na go australia england,negative
938f7e936c,slept entire flight woke fact girl beside watching chitty chitty bang bang,neutral
ffd54ac7f7,gym sesh,neutral
e1c4ad96a0,trying get sleep mum blaring le mi really loudly sitting room,positive
68e6a47c75,dont think im gon na able go see jb 3d concertwrong time close,positive
05f4f3ddc3,im sad panda hulu doesnt elephant show skinnamarinkydinkydink sing alongs,negative
026d3b6611,whats happened dm need txt phone defunkd,neutral
aa7362d09b,500 word 10 minute speech 80 teen movie due wednesday blah blah cant wait glenn ball,negative
c10d6fac3d,im gon na cry went bad history test really hate history,negative
d554ee2fe0,got couldnt sleep anymore guess im really gon na go back bed im really sleepy,positive
8534e70d73,going work,neutral
a9bc0bc35d,agree whole hollie thing,positive
4b2b6a59d4,truetrue he xd,neutral
80a1ed08bf,sad missed going away party due much work really gon na miss kid,negative
cebe0fc8d3,ive come conclusion lemongrass chicken taste like lysol much lunch,negative
a1833e30a5,one random phone call ever god kill,negative
f820ad932c,3criminy cuteness,neutral
9e25d010e9,neighborhood gas station gone kaput business convenient trip ice whatevs 3 mile travel,neutral
a3b686ba61,tomorrow mother day n si gon na make onigiri mom gon na kewl cant wait tomorrow,neutral
5d9b0f4b31,make sad people phone sick,negative
7e69bec42c,taking care sick child,negative
422cd4f89f,welcome life,positive
d78be7b22e,event writing song finished tmnt v mmpr song im excited record wednesday,positive
95db70d9c2,yup way early im already work,positive
f2f05cbdae,oh sweet ill definitely check get chance,negative
ab43c568d8,youuuure aaa aaa loooool,neutral
9b04365a55,want ride bicycle today cold cloudy today,negative
2f136d0402,important person,positive
dc4fa42628,thats said like though going steady though,positive
1cd62f2da1,thank one day time right,positive
170f84ffcf,missed mine fun,positive
c8e099fef6,via found head probably find day,neutral
1e1cb8d9a4,let dream spock goodnight,neutral
9d968ef838,e thanks following nice meet,positive
ca10e6b390,danny cut beautiful curl,positive
d59c09da6c,god good,positive
16b8e23839,forcing watch movie 1984 book report im lazy read,negative
e9dd5ad752,thanks amy full hotness,positive
a1ac7a0543,dont think take needle watched horribly gory short film drug month ago im scarred life,negative
56395aff30,finished watching last star war,neutral
356c8f7848,thanks,positive
8d85d53e36,cant arsed get bed hello sunshine,neutral
320a6e56fc,every pair jean nowadays tight think mah butt gettin big oh,negative
88c2d7f95e,bought two top scarf yesterdaysister successfully hijacked morning wear breakfast removing tag,positive
0740ae9f9b,btw realize profile pic make look much older say,positive
4d7def819d,aw sorry e hope look lame ear there always next year lamer ear fail uhhlove ya e,negative
50c0004af6,tinycc doesnt seem load thinking going batting cage apparently got ta book adv,positive
bcbc9b5e75,cheese onion vinegar taste weird crisp england got load weird crisp flavorus lol like x,positive
93236f076c,thank yooou might get seen hm,neutral
be4b907022,ohh grandpa stable wont kno detail til tomorrow visit keep fam ur prayersthank goodnite,neutral
760723a562,sore throat good four performance weekend,positive
f66a3af202,handwriting isnt everyone making fun im sitting myseld lrc,positive
6e60ed6d59,disappointed talent lineup reventn super estrella 2009hmmhave feeling wont get tix time around,negative
9c01aa6afd,ppl 1 year anniversary video come break,neutral
412790a2ed,come im merci btw always inspired since teenager,neutral
266d2b648f,crappy,neutral
4683236241,freezing cold cant function right type weather starving max,negative
3b45abf7b5,anyone ever heavy feeling sadness heart thats case rite,negative
9f8cd8c991,haha sorry hear,negative
c3a4f9710d,k2k y360 closing get,neutral
1914dd82b2,he old school burnouts lap around track like used,positive
51a31aa9a1,hannah slept last night gave 500 bottle went right back sleep im lol,positive
7b9f3f4f39,aww could would gby,positive
88c7658eb5,ate many kiss,positive
474b02cd39,thanks warning good thing heart unbreakable,positive
a5cee2035b,everyone place tomorrow bonfire tofu dog austin power,neutral
c7e1468a65,like youre stuff strange voicemail,negative
5a877ae4b8,well done happy ya,positive
b8a77cd14c,ok yes infact chatted earlier n00bin well,positive
b2bada7873,well bro,neutral
aab1caabf0,im sorry wish instead would give good excuse get away hehei love 3,positive
7240ccb4b2,true form bank holiday monday look like might rainy hope hold til later familyfriends plan walk picnic today,positive
c26aabf505,call number uk really want call u dont know xxxxxx,positive
4f05a05989,think fml changed lml love life,positive
f4c7e939ef,ha im giving spymaster chance curious miss u,negative
1f2a8f57c9,ah thought management fiat fiat oh well shripriya shri one must shorten,neutral
9048ec6e22,love 2nd half even day orch jazz band daddy,positive
c8a8b0e791,tired turning internet play morning,negative
3cb4d10927,watching walleits cute sad,neutral
112591001f,happy star war day,positive
0b91f39c27,got notified podcast accepted itunes course realized miss formated fixed,positive
bc28048a07,heyythnxxorinvitingmetourpartyrobillbedownthereonjune24thillmissuwhenugotoitaly 333333333 txtmehon,neutral
9f32a3213d,tired summer already,negative
8d548b1783,mite article trib bout portia keep eye,neutral
fc7842b0b4,ive given pizza kid would never let fav hot one,positive
3285374ab0,im hangin cousin holly tlkin 2 grandparent phone went dead,negative
d2141d6d47,thats great,positive
c032793654,princess sakura mine therefor want use tj grr,negative
8bb73c2ccd,wish could teach dog play xbox alasno thumb,neutral
0996990dca,cleaning room found took 2w2v insisted paying ticket,neutral
c635a113c8,thanks im totally bushed today though time coding,positive
88a4261005,still making icon,neutral
11b14ae498,gon na go 2 bed night tweeter dont think sleep hahah nite,neutral
12005b65fc,waiting turn wii fit gym closed,positive
dbabff5048,omg sun glimpsing cloud woohoo,neutral
0415387eb8,haha yea feel like taken wrong direction used cool place mess,negative
d26016300e,shes must truly amazing woman phenomenal son,positive
e150ad9d31,nicei cleared head,neutral
5c0e819f2b,think itll like casual attendance instead review might another issue felix thanks,negative
462978616d,pic didnt show boo pic site show,neutral
75dc8a3ff6,baby need right right,positive
a9a725abfa,umm get ready help mum give gj present get could wait people arrive party,positive
ef1debc105,together,neutral
5c2ae1e5f0,another prof pic,neutral
b820cb8056,happy mother day mom,positive
dc6dae7f3b,im gon na buy onenor two three ultimate slaughter machine,neutral
3d0c74e523,yay registered lost friend,neutral
0de2a265ef,church bell ringin got go adieugod bless german,neutral
86ae985c48,still feel like craaaap like everyone earth need know lol fun birdie,positive
cc3b05f756,watching dor utv movie great performance,positive
5524acce17,u watch spelling bee contest winner kavya shivshankar impressive performance even heared word b4,positive
b33e54d9c8,probably weather,neutral
f288113937,relaxation much thing list really much,positive
1137d77ecc,got message twitter freak,neutral
496abe9ad9,wonder hate driving country road stuff,negative
5b204b5429,heading longband practice last one first show saturday night hope good one,positive
c0414a6961,say happy mother day mom,positive
65bef2f8c9,sorry hear news,negative
65e715d6e5,ive place flown since moving north really pretty area flying expensive,negative
4b34697ec5,sad daniel leaving florida gave big hug,negative
36c50ba510,mother dayi already bought gave mother day present mother,neutral
cea5b3f191,best friend leaving go back school todayi sad,positive
aa221b6a7d,hey u follower atl,neutral
ffcd5cb36e,1111 pm perrrfect universal alignment 33,neutral
cb8ff954c0,new nick name arosh like like,positive
af9a810c77,bored decided iron baju sklh thn realized hate tht iron sleeve hahaha im schl,negative
d98aa88591,trump casino vega,neutral
a7977acf38,jimski book yes,neutral
5a9faa4da8,ilooked phone book ur name first show like got titi number ur email,positive
1b8c3ffa29,asks karma point please,neutral
aa1a163174,,neutral
a4bb5d0c5c,officially booked seattle going best birthday weekend ever made sad,positive
24e58e264b,carter link doesnt work,neutral
01f2c9bae6,awww mother day gone work today witht camera little hopefully,positive
e02cb0c9a8,guess get load email people asking stuff al time seriously wonder ever read comment x,negative
3f8df1fed3,late nothin 2,negative
4b8092674a,ahh love chinese music haha gon na see luff til thursday,positive
ef7149efd3,people peoplenooooo id never guessed thtidiotim grouchy,neutral
c00890fdfc,see hannah klein lookin good today,positive
e3592de395,aha marie brother wallpaper phone dolly sheep aha im loling,neutral
ad970e1d3f,saying wrong linkit find address,negative
098f6ce321,know kittie professional,positive
2cd5a21fbc,sending blessing,neutral
fcc4f3baa5,ahh ok enjoy ill miss,positive
b86fe0c61a,tonight tv viewing bgt hignfy reggie perrin wont tweeting however minic hidden ipod,negative
ea1b1fd1bb,mudweight hauled last time,neutral
ec00ec25c7,dislocated knee badpainful time gas air morphine fun though,positive
17d1fdde01,cant belief already monday weekend went soooo fast keeping finger crossed,positive
91de6a547d,barack obama legend watched dinner speach pretty funny,positive
6e8fb1ede7,got whooped jason bradbury ace 0,neutral
fd9f6c3e21,ouch wont miami tomorrow morning suck cruise driving back next saturday,neutral
c3892f8e77,sadd last night fl going back ar tomorrow,neutral
639aeb628f,according mary chaayaa look like sexy emo dp emo,positive
ef465b57eb,sound awesome,positive
e0ead16a3d,well tricky one would say 65,neutral
b09213d54b,school start june1 two day go still dont want l,neutral
79256fbe62,still internet today,neutral
5813e09e81,tbh credit phone sux cant even text people see whats happening like totally grrrsville,neutral
50d03d593e,gahhhh homework masterchef half hour hahah recruit,negative
6816923abd,month bad month try get advert together kobold quarterly,negative
2524332d66,im concerned family,neutral
1900a6978a,idk cant,neutral
e8d9d9671b,get spam college email account way rub graduation,neutral
c69ccdfa56,im much tune word today thanks,positive
3c6723fa1b,gon na get got bitten,neutral
85e2495324,im sad missed calling time got home practice late,negative
16b52fbd17,im jealous im slaving away store youre chilling boat,negative
755bcfd6a2,get bored routine lol,positive
fdc09f2f0b,drink responsibly mean please share tip two youre drunk right,negative
1643564ce1,got early pay bill figured like bandaid get quickly wont bad wrong,negative
b4b9d74b06,ooh work im afarid looking forward sunny weekeknd tho,neutral
b593189c2d,watch lowkey freestyling selling mixtape performing norwich tonight,neutral
7a83b8c7e2,feel sorry bestie good luck ali,positive
66762b14cd,need one thinking earlier today downloaded picture via usb,neutral
7d59117a75,putting 3 new consultant work week good feeling congrats offer,positive
a769b2340c,oh gosh want party done already,neutral
4d31092a19,ive totally got job tell,neutral
fc4660a609,snappys delivered tea ice cream love sister,positive
74450e128f,eek cant wait see well everyone el gahh dont know want lol,positive
337ebe2747,friday freakin happy today annoying day buuut weekend tgif3,neutral
9db7e301b9,yep itll awesome max haha,positive
7013b54ea6,heading poole around 4ish serious gardening go tweetdeck til sunday evening,negative
990c3cf35f,sick rigging tomorrow,negative
10c5d92ceb,go dreaded dmv tomorrow,neutral
b8293bb838,way nottingham icof tonight gig umtil download fail,negative
cb8cb99053,,neutral
a22d319e5f,jasper clip first favorite twitter message,positive
4d3de34efa,hey r u back la right nowwhat ur favorite part bout europe ive never country xcept canada xo jenna,positive
8e092e15ed,quiet unfortunatly hell good chill right,positive
356fce670b,wish could time xbox project tied,neutral
1ad6adf2ab,right trip,positive
53dbbbdf7d,ember yay thanks coveri sad ang alist please,negative
5534df9445,yay love host money breakfast jenna lee 4hrs amazing pretty sexy jenna lee yay,positive
ea390d1f7b,gutted kitchen empty literally empty even kidding im hungry,negative
7880cbca66,darn thought meant white sox,neutral
58aa2e3401,jtv gone 30 minute youre already showing boobage without,neutral
d65a8658b0,got work take whole day great bos,positive
3e99f423ba,poor lmao stick head window,positive
d1b38c33f4,etherreal main preoccupation etherreals preoccupation humm schizophrenic,positive
0345e7e526,dohh old never heard im last year,positive
53eacec2ef,instrumentalist like give singer hard time vocalist job toughest heshe sick,negative
ad2d036578,got nashville ihop staff hit dougie mayne night,neutral
9e5e8ab6a4,miss matt today,neutral
47126dd509,4 shift 2 go birthday getting excited im turning 29 mean im almost 30,positive
e9ef9a00e9,feeling tempted high volume jeep start acura wave,positive
3da51fc31b,inorite humid well,neutral
ddc89d5956,heading back home win,positive
499f7fe7dc,stomach hurt,neutral
1f35cb2e27,good luck pressure test dont worry everything great,positive
23ea783065,really wish could,positive
dbae8ffc58,im conflicted really like mike still feeling darrin really complicated dont know,negative
46e5a5f63b,cant,neutral
b9d896f209,yes maybe today write,neutral
25080c4bad,noticed yesterday tooim actually really happy,positive
760b2e5dfe,back frizz head,neutral
580f2c99e1,okay yesterday good went food shopping cooked chicken taco bakes cooky back work,positive
e243bee98c,looking photo shoot picscheck myspace pic see themi love,positive
12b499b4ca,walkathon morning im among first arrived finishing line,positive
95410148bf,little beetle feeling love search bring zilch bar 2 peep appear funny,positive
3acd68b4cb,thank ye vaneta much appreciated,positive
f3933c4b73,bitter hug,negative
245e5f25e2,went 2 see hannah montana movie wiv jodie friday well good feel nasty laughing lil girl cryed lol,positive
70740addc0,saw family five get motor home laundromat clean clothes bedding,positive
29d1ec5e7e,lol going 12am isnt easy used,positive
78a3ef0435,quite peacock oceanographer choice new favorite play,positive
f71ed6b273,yeahhh uve got plenty great fan spain u come play gig,positive
abc7f39d90,im lunch already ur lil late buddy,negative
b145670ac9,ugh nothing valley seriously got ta move,negative
a193f3b9e1,keyboard cat ishas dead year play keyboard cat,negative
cccb3d7081,,neutral
07ae045cbe,delicious let walk sometimes hubby others miss,positive
a5640db7a7,sorry jj missed post ill make sure next time,negative
cc1a219c1c,28deg c tech room major downside lot heat doesnt help hot outside 2,positive
1eac051f9c,wow last hour twittering ive yet sent twitter guy bare w,positive
31f2861133,squabbling people internet great tumblarity bad ego internet friend,positive
8e65e54144,hun yes yes,neutral
61ee532258,leigh thank trying stay positive head space keep pushing hows thing end,positive
52020ad422,exam commmmmiinnnnnggggggg,neutral
7bbc5a2473,enjoyed week work back next week,positive
dd2a769f04,im come try find fan,neutral
b4ebfb22c6,hey know ya dont know wanted say yopu helped lot iraq wanted thank,neutral
51bdb4d865,feeling tierd much college work,positive
f948e704f4,mmmreconsituted meat product weekold veggiesgotta love rehydrated warm milk breakfast,positive
87fa9ce0c5,oh say aint,neutral
f734459c4c,hope join youll find one,neutral
5e14887b13,thank god overcast ivory trying get mom take lunch egh doesnt look like gon na work,neutral
85eb03d6b8,cant thank enough nitin,neutral
7909fa421f,sadly late traceycakes got elsewhere still yummy tea w wee wknd,negative
36631a41d0,well piss cant get site work come thru phone,neutral
8f11bf53a2,post guitar hero kicking,neutral
7e21d8a7ab,dont like since ver 40 like vista,neutral
2f00504c96,woke making breakfast,neutral
bc14c389af,formerly pretty car,positive
dae7a3eeb1,thought hubby deployed n got blue need stiff drink im breastfeeding booze ugh,negative
9b7811b2e0,need motivation life oh love would nice,positive
06b8d9e26c,welcome,positive
bcd7910701,cant wait start weekend im sick working selfmedicate im fresh herb,negative
7c229b34c1,itx credit unfortunately,negative
f26105a320,ugly gray outside even san diego cold get 70 maygray junegloom u,negative
0a5e7d6cb1,know mean,negative
b34a3fd669,cooky good,positive
05810a7cdd,loved happy birthday said sounded like mixture john lennon chrissie hynde janis joplin,positive
8531be3694,griffith good atmos decided stay til closing funny,positive
70187852a7,supporting superfly way,positive
31d03bff54,would lime lemon deal sound fabulous text youre back,positive
2938f51a3a,dont make feel like used,neutral
a153babf33,start true franchise online mode dynasty huge madden online league much,positive
4baf1c6930,im trouble finding really yummy egg free icecream got recommendation anyone,positive
d409e4ce46,tea break cant wait drive home tonite,neutral
dbc696a3ef,watching mock week slowing cooking,neutral
237b093176,unfortunately didnt leave house time,negative
2b8b0a7d10,twubbing,neutral
a8a1e94417,da heck garage man get ask,neutral
c99820b355,ok feel like need cry cant believe le 2 year ill walking across stage get high school diploma,positive
4841c38e53,got ipod touch downloading apps,neutral
bd3b30d13c,hey hey happy mother day,positive
8c03f75944,lol friday saturday lol im australia,positive
570a5c063b,alfradique fun well hopefully dont much go,positive
383aa5ec8b,night im trying get bed early oncewell early 140 normal person,positive
038a99e313,mother daylove madre chels tonight cant wait see present,neutral
8862c02132,conference call hp gave invalid pas code cant attend,neutral
d83606a58a,337 going sleep back 4 hourslol good night,positive
